Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
Combined,504,Ridge_Concat_KP,0.5,1,0.1333985410482820,0.2556309607810440,0.0280246598450171,0.1753670237906010,0.2840976331244750,0.2607567321902090,0.6615184621986550,0.6225109659503300,0.5797674271829340,197.8518100805190
test_seen,359,KNN_KP,0.5,1,0.1377453014976220,0.1629874947182030,0.0264452495239245,0.1970541902778870,0.273837952356969,0.3063398935357450,0.7397512276237050,0.5726476793833100,0.4967410024532470,262.30965154775300
test_unseen,145,KNN_KP,0.5,1,0.17965378275891,0.2022548693141790,0.0231930378943369,0.171078785097637,0.5363051594730060,0.2575425984298400,0.8338964547705220,0.6936313155549460,0.7127442243093170,70.38162349702250
Combined,504,KNN_KP,0.5,1,0.1478786281828630,0.1712310972399750,0.0255095934003328,0.1895811074383310,0.3493493512296380,0.2923009891898000,0.7659026796089320,0.6074544794723720,0.5588847865189810,349.51225639732600
test_seen,359,KRR_KP,0.5,1,0.1714892995714310,0.2071578778731400,0.0240619223092698,0.1823835071425330,0.2726932294961,0.3694796594797870,0.7306958909452480,0.578606356291222,0.4976602778869960,240.21300740258700
test_unseen,145,KRR_KP,0.5,1,0.1421736280217610,0.1810083388389,0.0224619247586295,0.1744193314601350,0.5062186691643830,0.2457245565951530,0.7881735015393190,0.649317885788716,0.7082333584698700,64.58718035829680
Combined,504,KRR_KP,0.5,1,0.1638027078366320,0.198672030861263,0.0236016055536292,0.1800922264402560,0.339878127813364,0.3338755128165490,0.7466618938880460,0.598949951087128,0.5582418189277040,320.6325547466780
test_seen,359,RIDGE_LatentReg_KP,0.5,1,0.1734014800602210,0.1990810684758060,0.0238439859180388,0.1830868378363210,0.2760373765623000,0.3835533089196970,0.7440567472759430,0.5816299971757200,0.4945424943375960,259.552774330614
test_unseen,145,RIDGE_LatentReg_KP,0.5,1,0.1489698724482940,0.1687330913130750,0.022289656798369,0.1751454949466980,0.5248328043642450,0.2526808770653380,0.8076561190990750,0.6508397888530880,0.7069034071433470,71.30416719887730
Combined,504,RIDGE_LatentReg_KP,0.5,1,0.1668631570980250,0.1896875415198500,0.0233968078974989,0.1808021260922830,0.3476154262275420,0.3459015180092170,0.7617232394490350,0.6015415443844870,0.5556383918709960,346.9719155551450
test_seen,359,LLM_KNN_KP,0.5,1,0.156961183341199,0.2187601047183490,0.0284017375292198,0.1834666853885720,0.2507990327484380,0.2836417639824310,0.7310737501774700,0.5755494885838170,0.5085476001927160,184.11079300178700
test_unseen,145,LLM_KNN_KP,0.5,1,0.1514149927864020,0.2613942547173360,0.0252866392146004,0.1668015343230910,0.4493082842848020,0.2217370440745890,0.7641140827061130,0.6872146431754300,0.731665181325838,41.927320095803700
Combined,504,LLM_KNN_KP,0.5,1,0.1544672571518100,0.2257046146326510,0.0275055286887043,0.1786721478796540,0.3079098293214000,0.2658318743264050,0.7402516203243150,0.6076753763135470,0.5727381741298240,242.96190494308800
test_seen,359,DNN_MultiCtx,0.5,1,0.3575165195327900,0.3666983852112550,0.0194165375612904,0.1238590211694240,0.3280891505028520,0.5464706508452290,0.8707977977249170,0.691948587029356,0.5533539708822280,235.00741077982600
test_unseen,145,DNN_MultiCtx,0.5,1,0.1397990075595120,0.1823239542996090,0.0227116799817003,0.1697843553647940,0.5109629012644290,0.2693410960931560,0.7812188828533350,0.6508534996915060,0.7153904161239460,71.3329925337393
Combined,504,DNN_MultiCtx,0.5,1,0.3022271079334850,0.3180873674706780,0.0203645448052575,0.1370716669200770,0.3807016383211630,0.4667409178312400,0.8459147658161440,0.6801255956325540,0.5999715989775630,321.80606948463800
test_seen,359,MLP_Concat_KDP,0.5,1,0.2522459287512780,0.272324208122687,0.0210583591794797,0.159411302889902,0.3033557100329170,0.4889498539146310,0.7849323071956220,0.6243098511992120,0.5118924336986440,252.8176693773060
test_unseen,145,MLP_Concat_KDP,0.5,1,0.0981927467673768,0.1236561787772590,0.0229552656508468,0.1848987356365640,0.5197118322910930,0.2266727319825510,0.7678869972174820,0.6270651950366770,0.7001028312881330,77.90963923861400
Combined,504,MLP_Concat_KDP,0.5,1,0.2132668562558200,0.2332608654329900,0.0216040961603294,0.1667439968348740,0.3656010229841780,0.413493142247663,0.7801974988683610,0.6251025592476880,0.566040266338477,345.2121039270630
test_seen,359,Ridge_Concat_KDP,0.5,1,0.3097273055015400,0.3778761515829360,0.0235556685352765,0.1402629430675850,0.2852570825252520,0.4109837806900790,0.7972294490888610,0.6950276059520320,0.557762062721166,135.23127580121700
test_unseen,145,Ridge_Concat_KDP,0.5,1,0.0353840648488618,0.1479186097230590,0.0264947561001212,0.1935655939056670,0.4294651208766580,0.1009746188419250,0.6889783566986970,0.6477411393706730,0.682347295537122,47.77762790530020
Combined,504,Ridge_Concat_KDP,0.5,1,0.2420232948924850,0.3197527857386380,0.024401239362464,0.1555980311063190,0.3267455062573030,0.3217946369044000,0.7671597012027050,0.6814233645744580,0.5936050364479790,192.24443701191200
test_seen,359,KNN_KDP,0.5,1,0.148443132117287,0.1725284382397130,0.0263939667375784,0.1959833577940120,0.2816377748557070,0.3151788869339550,0.7475966981750350,0.5867081632766080,0.5016419588319670,263.3653851792780
test_unseen,145,KNN_KDP,0.5,1,0.17965378275891,0.2022548693141790,0.0231930378943369,0.171078785097637,0.5363051594730060,0.2575425984298400,0.8338964547705220,0.6936313155549460,0.7127442243093170,70.38162349702250
Combined,504,KNN_KDP,0.5,1,0.155981471182289,0.1784785021505570,0.0254730645902172,0.1888183517603330,0.35490517717616,0.298597018217493,0.7715688527848920,0.6174697844677960,0.5623757455268390,350.55627588331200
test_seen,359,KRR_KDP,0.5,1,0.2402099542274270,0.2598864634071390,0.0222118847162512,0.1681137883034560,0.2969092524590020,0.4364234615285710,0.7890053507308970,0.614225510447067,0.5151375867358520,233.57076974869100
test_unseen,145,KRR_KDP,0.5,1,0.1102171487973820,0.1885329709258170,0.0236704371898518,0.1831190053353900,0.4621221195340920,0.2219350024229950,0.7464685931706910,0.6185096318639890,0.7348460958387610,52.70034006844140
Combined,504,KRR_KDP,0.5,1,0.2067615335952910,0.2385770887198580,0.0226315079477435,0.1724307654257380,0.3444407320738600,0.374715472301768,0.7771895847419510,0.6154580453785230,0.5783473760610940,301.5905743226540
