Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
test_seen,597,KNN_KDP,0.3,1,0.1851232407584480,0.212631843719688,0.0217269478633628,0.1542857039042570,0.4143490813552240,0.2958351422661720,0.7866142085435540,0.6388849329870220,0.5760086984630760,395.0838365334280
test_unseen,145,KNN_KDP,0.3,1,0.1936599083983030,0.2136638888501760,0.0214346123153049,0.1394807353629950,0.3909202242597300,0.3105674226942470,0.8330154063205960,0.6543068546698310,0.5594583275164040,96.31521503103380
Combined,742,KNN_KDP,0.3,1,0.1866694496759160,0.2128178996590250,0.0216698202966938,0.1513925496744960,0.4097706658850810,0.2987140919455130,0.7956640875426230,0.6418986508360890,0.5727744615530120,491.5902976483770
test_seen,597,KRR_KDP,0.3,1,0.2734557269121170,0.3089660871390200,0.0188936300484205,0.1337537389733310,0.4168097230602590,0.4039019556387390,0.8163986331520780,0.6669130628400660,0.6064533192277180,325.27377460502800
test_unseen,145,KRR_KDP,0.3,1,0.2015467190998890,0.3112371762946020,0.0215070272239209,0.1340903898950270,0.3415600988992990,0.3716641884644010,0.7542007244789690,0.6385778770533760,0.6177765368327980,57.984761782478200
Combined,742,KRR_KDP,0.3,1,0.2617290559941120,0.3108604618490960,0.0194043343482151,0.1338195265523680,0.402104607826648,0.3976021224308160,0.8042678353612230,0.6613758634612660,0.6086660773850450,380.18156316618700
test_seen,597,RIDGE_LatentReg_KDP,0.3,1,0.2547735083522710,0.2970677455624670,0.0190653661123843,0.1384950443962170,0.4175228892647650,0.4031104923845170,0.7929649570143120,0.6596409849517490,0.61439224914496,344.5682933161060
test_unseen,145,RIDGE_LatentReg_KDP,0.3,1,0.224667296153214,0.3021358943781120,0.0206098657545742,0.1319347432001770,0.3608491189113860,0.4013804060580410,0.7920421231366110,0.6465540509097680,0.612052678114384,70.50097866164980
Combined,742,RIDGE_LatentReg_KDP,0.3,1,0.2500735960197070,0.2990729928013550,0.0193671888187421,0.1372130448363440,0.4064478263250880,0.4027724027385070,0.7927849716835540,0.6570835652265640,0.6139350553451840,412.7511875450230
test_seen,597,BalancedKRR_lambda0.5_KDP,0.3,1,0.3500532247004500,0.3871638702126970,0.0173630104935941,0.1170483857766280,0.4386587788771950,0.4665451122345290,0.8512109899614060,0.7122183115306630,0.6543875472730270,300.74587248020400
test_unseen,145,BalancedKRR_lambda0.5_KDP,0.3,1,0.0061594514825815,0.2817611661767240,0.0271039831308702,0.1640844562442870,0.2170050594653570,0.2716775706253160,0.5246992179691630,0.5535483270510490,0.7277397738377770,46.516587160026500
Combined,742,BalancedKRR_lambda0.5_KDP,0.3,1,0.2909745151946280,0.3711763554669870,0.019266569836458,0.1262400707062910,0.3953436989382240,0.4284645279577960,0.7875296159912880,0.6812113738628140,0.6687218772620960,337.9612720931670
test_seen,359,DNN_KP,0.5,1,0.2609909849229830,0.307033110499402,0.0196245561216369,0.134755190838837,0.3995841764624450,0.4062430840662900,0.8063983869221480,0.6421692685114940,0.6038587417002170,186.9099336799660
test_unseen,145,DNN_KP,0.5,1,0.2772218940631590,0.3288573072820780,0.0190241097552894,0.1187275209000930,0.4045131433177100,0.4085635408458160,0.8356214878234000,0.6907246178103790,0.6173716322753140,76.03161602282990
Combined,504,DNN_KP,0.5,1,0.2657885450069520,0.313138175608146,0.0194518086551282,0.1301440556382060,0.4010022324029470,0.406910675798495,0.814857705604089,0.6561385654328,0.6077463788696390,262.9875915235380
test_seen,359,Ridge_Concat_KP,0.5,1,0.2307231801550850,0.3311140737285380,0.0242118332638796,0.1334426167410400,0.3288696717754950,0.2881162670247750,0.7881722913020190,0.656772457178932,0.6191098534143330,126.22739158440400
test_unseen,145,Ridge_Concat_KP,0.5,1,0.2076447745017880,0.3356741532227330,0.0244793337352316,0.1241326138036690,0.3403726298960150,0.2847006626573490,0.7746332515369760,0.7014464934530750,0.6170699938301230,52.00554110413930
Combined,504,Ridge_Concat_KP,0.5,1,0.2253413790628950,0.3323670460521310,0.0242887927248837,0.1307641436737410,0.332179054568105,0.2871336030698610,0.784253095580559,0.6696251065038340,0.618522989049828,178.22155638539300
test_seen,359,KNN_KP,0.5,1,0.2101027332236510,0.2282469663299930,0.0217341181659059,0.1498369276665630,0.4053059529633980,0.31485183027864,0.8233855077005300,0.6249743876573430,0.5801735547716490,227.67112468127300
test_unseen,145,KNN_KP,0.5,1,0.2202297048924690,0.2381395912317450,0.0212718168466073,0.1336552538374210,0.4014902864481630,0.3234612797282140,0.8553835203404320,0.6656474943442790,0.5771988757112500,93.7234495506399
Combined,504,KNN_KP,0.5,1,0.2129877218192900,0.2309036159504120,0.0216011148101553,0.1451814857911150,0.4042081917635790,0.3173287552194900,0.8326480903068170,0.6366759758906880,0.5793177443276850,321.63331521025900
test_seen,359,KRR_KP,0.5,1,0.2374988865916830,0.2710672103347660,0.0204055155674146,0.1429015942138400,0.3910119897841440,0.3569286958758090,0.816447798732466,0.627388870121887,0.5945053910520170,197.4637523283340
test_unseen,145,KRR_KP,0.5,1,0.2415215481424180,0.2803231186040510,0.0199964480904535,0.1293547386064250,0.3891898330671340,0.3765428919510410,0.8398122940890000,0.6636594227737030,0.5893878110646470,80.49771657791360
Combined,504,KRR_KP,0.5,1,0.2389091738410560,0.2736226246698790,0.0202878275036064,0.1390041853585320,0.3904877581889720,0.3625716689530090,0.8232112052830420,0.6378238505475090,0.593033071412793,278.10326257913800
